State,District,Year,Month,Insolation (in kWh/m²)
Bihar,Vaishali,2024,April,165
Bihar,Samastipur,2024,April,160
Jharkhand,Latehar,2024,April,179
Karnataka,Bagalkot,2024,April,171
Goa,South Goa,2024,April,181
Tamil Nadu,Thiruvallur,2024,April,189
Karnataka,Udupi,2024,April,180
Bihar,Patna,2024,April,167
Haryana,Jhajjar,2024,April,149
Uttar Pradesh,Baghpat,2024,April,151
Haryana,Panipat,2024,April,151
Uttar Pradesh,Auraiya,2024,April,163
Uttar Pradesh,Shrawasti,2024,April,163
Uttar Pradesh,Balrampur,2024,April,166
Uttar Pradesh,Mahrajganj,2024,April,156
Arunachal Pradesh,Lower Dibang Valley,2024,April,94
Arunachal Pradesh,Anjaw,2024,April,78
Arunachal Pradesh,Kurung Kumey,2024,April,80
Telangana,Hyderabad,2024,April,174
Jammu and Kashmir,Kathua,2024,April,148
Karnataka,Haveri,2024,April,184
Karnataka,Davanagere,2024,April,194
Tamil Nadu,Tiruvannamalai,2024,April,182
Karnataka,Chamarajanagara,2024,April,178
Tamil Nadu,Namakkal,2024,April,182
Tamil Nadu,Karur,2024,April,178
Tamil Nadu,Viluppuram,2024,April,185
Tamil Nadu,Perambalur,2024,April,173
Tamil Nadu,Ariyalur,2024,April,172
Tamil Nadu,Theni,2024,April,178
Tamil Nadu,Dindigul,2024,April,173
Arunachal Pradesh,Upper Siang,2024,April,80
Arunachal Pradesh,Changlang,2024,April,104
Assam,Tinsukia,2024,April,103
Assam,Dhemaji,2024,April,107
Arunachal Pradesh,Lower Subansiri,2024,April,91
Chhattisgarh,Surajpur,2024,April,182
Jharkhand,Khunti,2024,April,172
Chhattisgarh,Mungeli,2024,April,166
Chhattisgarh,Bemetara,2024,April,165
Chhattisgarh,Baloda Bazar,2024,April,167
Uttar Pradesh,Shamli,2024,April,158
Punjab,Fazilka,2024,April,146
Punjab,Barnala,2024,April,146
Punjab,Tarn Taran,2024,April,147
Uttar Pradesh,Hapur,2024,April,159
Uttar Pradesh,Kasganj,2024,April,160
Madhya Pradesh,Agar Malwa,2024,April,152
Rajasthan,Pratapgarh,2024,April,154
Gujarat,Morbi,2024,April,181
Gujarat,Botad,2024,April,179
Gujarat,Chhotaudepur,2024,April,179
Maharashtra,Palghar,2024,April,183
Gujarat,Devbhumi Dwarka,2024,April,178
Jharkhand,Ramgarh,2024,April,171
Chhattisgarh,Balrampur,2024,April,180
Chhattisgarh,Gariyaband,2024,April,171
Chhattisgarh,Balod,2024,April,167
Chhattisgarh,Narayanpur,2024,April,171
Chhattisgarh,Bijapur,2024,April,182
Chhattisgarh,Sukma,2024,April,180
Chhattisgarh,Kondagaon,2024,April,176
Karnataka,Ramanagara,2024,April,186
Tamil Nadu,Tiruppur,2024,April,185
Tamil Nadu,Krishnagiri,2024,April,187
Mizoram,Lawngtlai,2024,April,178
Manipur,Imphal West,2024,April,142
Nagaland,Peren,2024,April,157
Nagaland,Dimapur,2024,April,165
Nagaland,Kiphire,2024,April,148
Assam,Udalguri,2024,April,148
Chhattisgarh,Surguja,2024,April,181
Chhattisgarh,Raigarh,2024,April,166
Odisha,Sambalpur,2024,April,173
Odisha,Balangir,2024,April,178
Bihar,Pashchimi Champaran,2024,April,154
Bihar,Purbi Champaran,2024,April,158
Bihar,Gopalganj,2024,April,157
Bihar,Siwan,2024,April,163
Uttar Pradesh,Ballia,2024,April,172
Bihar,Saran,2024,April,170
Bihar,Bhojpur,2024,April,172
Bihar,Jahanabad,2024,April,178
Bihar,Rohtas,2024,April,177
Bihar,Aurangabad,2024,April,180
Jharkhand,Palamu,2024,April,181
Bihar,Sitamarhi,2024,April,158
Bihar,Darbhanga,2024,April,158
Bihar,Muzaffarpur,2024,April,160
Bihar,Nalanda,2024,April,176
Bihar,Nawada,2024,April,180
Bihar,Gaya,2024,April,183
Bihar,Madhubani,2024,April,158
Bihar,Madhepura,2024,April,164
Bihar,Saharsa,2024,April,163
Bihar,Khagaria,2024,April,168
Bihar,Begusarai,2024,April,171
Bihar,Munger,2024,April,172
Bihar,Bhagalpur,2024,April,173
Jharkhand,Deoghar,2024,April,170
Jharkhand,Giridih,2024,April,167
Bihar,Purnia,2024,April,165
Bihar,Katihar,2024,April,163
Jharkhand,Sahibganj,2024,April,166
Jharkhand,Godda,2024,April,170
Jharkhand,Dumka,2024,April,166
Jharkhand,Lohardaga,2024,April,178
Jharkhand,Gumla,2024,April,169
Odisha,Sundargarh,2024,April,166
Odisha,Kandhamal,2024,April,172
Jharkhand,Hazaribagh,2024,April,173
Jharkhand,Ranchi,2024,April,173
Odisha,Keonjhar (Kendujhar),2024,April,168
Odisha,Dhenkanal,2024,April,166
Odisha,Cuttack,2024,April,167
Odisha,Khordha,2024,April,165
Jharkhand,Dhanbad,2024,April,164
West Bengal,Puruliya,2024,April,169
Jharkhand,East Singhbhum,2024,April,166
Odisha,Mayurbhanj,2024,April,159
Odisha,Balasore,2024,April,157
West Bengal,Birbhum,2024,April,156
West Bengal,Bankura,2024,April,163
West Bengal,Purba Barddhaman,2024,April,157
West Bengal,Paschim Medinipur,2024,April,154
Odisha,Ganjam,2024,April,171
Sikkim,Gangtok,2024,April,126
West Bengal,Darjiling,2024,April,139
West Bengal,Jalpaiguri,2024,April,152
West Bengal,Dakshin Dinajpur,2024,April,157
West Bengal,Maldah,2024,April,156
West Bengal,Murshidabad,2024,April,156
West Bengal,Koch Bihar,2024,April,162
Assam,Kokrajhar,2024,April,159
Assam,Goalpara,2024,April,167
Meghalaya,East Garo Hills,2024,April,152
Meghalaya,West Garo Hills,2024,April,155
Arunachal Pradesh,Shi Yomi,2024,April,81
Arunachal Pradesh,Lepa Rada,2024,April,90
Arunachal Pradesh,Namsai,2024,April,91
Arunachal Pradesh,Kra Daadi,2024,April,88
Arunachal Pradesh,Kra Daadi,2024,April,89
Arunachal Pradesh,Longding,2024,April,133
Arunachal Pradesh,Siang,2024,April,90
Haryana,Nuh,2024,April,146
Chhattisgarh,Gaurela-Pendra-Marwahi,2024,April,165
Jammu and Kashmir,Rajauri,2024,April,122
Jammu and Kashmir,Doda,2024,April,113
Jammu and Kashmir,Samba,2024,April,149
Jammu and Kashmir,Ramban,2024,April,112
Jammu and Kashmir,Shupiyan,2024,April,102
Jammu and Kashmir,Kulgam,2024,April,111
Jammu and Kashmir,Pulwama,2024,April,114
Jammu and Kashmir,Badgam,2024,April,114
Jammu and Kashmir,Bandipura,2024,April,108
Jammu and Kashmir,Kupwara,2024,April,107
Jammu and Kashmir,Ganderbal,2024,April,120
Punjab,Gurdaspur,2024,April,155
Punjab,Amritsar,2024,April,150
Punjab,Hoshiarpur,2024,April,156
Himachal Pradesh,Chamba,2024,April,124
Himachal Pradesh,Lahul & Spiti,2024,April,124
Himachal Pradesh,Mandi,2024,April,155
Himachal Pradesh,Hamirpur,2024,April,163
Himachal Pradesh,Una,2024,April,158
Himachal Pradesh,Kullu,2024,April,136
Himachal Pradesh,Kinnaur,2024,April,116
Himachal Pradesh,Kangra,2024,April,135
Jammu and Kashmir,Muzaffarabad,2024,April,95
Jammu and Kashmir,Baramula,2024,April,103
Jammu and Kashmir,Punch,2024,April,113
Jammu and Kashmir,Mirpur,2024,April,125
Jammu and Kashmir,Riasi,2024,April,136
Jammu and Kashmir,Jammu,2024,April,143
Jammu and Kashmir,Udhampur,2024,April,139
Jammu and Kashmir,Kishtwar,2024,April,98
Jammu and Kashmir,Anantnag,2024,April,117
Jammu and Kashmir,Srinagar,2024,April,120
Ladakh,Leh,2024,April,143
Jammu and Kashmir,Kathua,2024,April,148
Punjab,Tarn Taran,2024,April,147
Jammu and Kashmir,Rajauri,2024,April,122
Jammu and Kashmir,Doda,2024,April,113
Jammu and Kashmir,Samba,2024,April,149
Jammu and Kashmir,Ramban,2024,April,112
Jammu and Kashmir,Shupiyan,2024,April,102
Jammu and Kashmir,Kulgam,2024,April,111
Jammu and Kashmir,Pulwama,2024,April,114
Jammu and Kashmir,Badgam,2024,April,114
Jammu and Kashmir,Bandipura,2024,April,108
Jammu and Kashmir,Kupwara,2024,April,107
Jammu and Kashmir,Ganderbal,2024,April,120
Punjab,Kapurthala,2024,April,152
Himachal Pradesh,Hamirpur,2024,April,162
Himachal Pradesh,Kullu,2024,April,111
Himachal Pradesh,Kinnaur,2024,April,115
Jammu and Kashmir,Kathua,2024,April,151
Himachal Pradesh,Chamba,2024,April,125
Himachal Pradesh,Lahul & Spiti,2024,April,161
Jammu and Kashmir,Rajauri,2024,April,129
Jammu and Kashmir,Ramban,2024,April,108
Jammu and Kashmir,Kishtwar,2024,April,119
Ladakh,Kargil,2024,April,172
Ladakh,Leh,2024,April,143
Jammu and Kashmir,Baramula,2024,April,92
Jammu and Kashmir,Ganderbal,2024,April,106
Ladakh,Kargil,2024,April,154
Ladakh,Leh,2024,April,112
Ladakh,Leh,2024,April,129
Ladakh,Leh,2024,April,113
Ladakh,Leh,2024,April,143
Ladakh,Leh,2024,April,129
Ladakh,Leh,2024,April,123
Ladakh,Leh,2024,April,139
Ladakh,Leh,2024,April,143
Ladakh,Leh,2024,April,109
Ladakh,Leh,2024,April,109
Ladakh,Leh,2024,April,124
Ladakh,Leh,2024,April,121
Ladakh,Leh,2024,April,98
Lakshadweep,Lakshadweep,2024,April,169
Lakshadweep,Lakshadweep,2024,April,170
Andaman and Nicobar Islands,South andamans,2024,April,209
Andhra Pradesh,Ysr Kadapa,2024,April,195
Andhra Pradesh,Sri Potti Sriramulu Nellore,2024,April,187
Andhra Pradesh,Nandyal,2024,April,181
Andhra Pradesh,Palnadu,2024,April,183
Maharashtra,Solapur,2024,April,171
Telangana,Bhadradri Kothagudem,2024,April,178
Andhra Pradesh,Alluri Sitharama Raju,2024,April,177
Odisha,Rayagarha,2024,April,166
Odisha,Ganjam,2024,April,159
Gujarat,Kachchh,2024,April,157
Gujarat,Kachchh,2024,April,166
Rajasthan,Barmer,2024,April,138
Rajasthan,Jaisalmer,2024,April,134
Rajasthan,Jaisalmer,2024,April,138
Rajasthan,Jaisalmer,2024,April,137
Rajasthan,Bikaner,2024,April,133
Rajasthan,Bikaner,2024,April,133
Arunachal Pradesh,Upper Siang,2024,April,119
Arunachal Pradesh,Dibang Valley,2024,April,110
West Bengal,South 24Parganas,2024,April,157
Rajasthan,Jaisalmer,2024,May,161
Rajasthan,Barmer,2024,May,176
Punjab,Gurdaspur,2024,May,166
Gujarat,Gandhinagar,2024,May,160
Rajasthan,Bikaner,2024,May,175
Punjab,Amritsar,2024,May,161
Punjab,Firozpur,2024,May,160
Punjab,Faridkot,2024,May,160
Punjab,Bathinda,2024,May,161
Rajasthan,Churu,2024,May,183
Punjab,Hoshiarpur,2024,May,164
Punjab,Kapurthala,2024,May,163
Punjab,Jalandhar,2024,May,162
Punjab,Ludhiana,2024,May,160
Punjab,Sangrur,2024,May,156
Haryana,Sirsa,2024,May,171
Haryana,Hisar,2024,May,166
Rajasthan,Jhunjhunun,2024,May,185
Himachal Pradesh,Chamba,2024,May,156
Himachal Pradesh,Lahul & Spiti,2024,May,151
Himachal Pradesh,Mandi,2024,May,177
Himachal Pradesh,Hamirpur,2024,May,174
Himachal Pradesh,Una,2024,May,170
Himachal Pradesh,Bilaspur,2024,May,169
Punjab,Rupnagar,2024,May,168
Haryana,Ambala,2024,May,166
Punjab,Patiala,2024,May,161
Chandigarh,Chandigarh,2024,May,169
Haryana,Karnal,2024,May,163
Haryana,Jind,2024,May,162
Haryana,Kaithal,2024,May,159
Haryana,Rohtak,2024,May,163
Uttarakhand,Bageshwar,2024,May,169
Uttarakhand,Udham Singh Nagar,2024,May,169
Uttar Pradesh,Amroha,2024,May,168
Haryana,Rewari,2024,May,171
Jharkhand,Bokaro,2024,May,152
Tamil Nadu,Thiruvarur,2024,May,120
Haryana,Bhiwani,2024,May,166
Haryana,Mahendragarh,2024,May,180
Himachal Pradesh,Kullu,2024,May,168
Himachal Pradesh,Shimla,2024,May,152
Himachal Pradesh,Solan,2024,May,162
Himachal Pradesh,Sirmaur,2024,May,168
Uttar Pradesh,Saharanpur,2024,May,167
Uttar Pradesh,Muzaffarnagar,2024,May,170
Delhi,Central,2024,May,164
Uttar Pradesh,Meerut,2024,May,169
Haryana,Sonipat,2024,May,163
Uttar Pradesh,Ghaziabad,2024,May,165
Haryana,Gurugram,2024,May,162
Uttar Pradesh,Bulandshahr,2024,May,168
Haryana,Faridabad,2024,May,163
Himachal Pradesh,Kinnaur,2024,May,170
Uttarakhand,Uttarkashi,2024,May,159
Uttarakhand,Dehradun,2024,May,165
Uttarakhand,Pauri Garhwal,2024,May,173
Uttarakhand,Tehri Garhwal,2024,May,176
Uttarakhand,Haridwar,2024,May,173
Uttar Pradesh,Bijnor,2024,May,173
Uttar Pradesh,Moradabad,2024,May,167
Uttarakhand,Chamoli,2024,May,158
Uttarakhand,Almora,2024,May,156
Uttarakhand,Nainital,2024,May,156
Uttar Pradesh,Rampur,2024,May,167
Uttar Pradesh,Pilibhit,2024,May,169
Uttar Pradesh,Bareilly,2024,May,169
Uttar Pradesh,Budaun,2024,May,168
Uttarakhand,Pithoragarh,2024,May,160
Gujarat,Kachchh,2024,May,182
Gujarat,Jamnagar,2024,May,188
Gujarat,Rajkot,2024,May,194
Gujarat,Junagadh,2024,May,186
Dadra and Nagar Haveli and Daman and Diu,Diu,2024,May,180
Gujarat,Surendranagar,2024,May,187
Gujarat,Amreli,2024,May,184
Rajasthan,Jalor,2024,May,202
Rajasthan,Sirohi,2024,May,198
Rajasthan,Nagaur,2024,May,185
Rajasthan,Jodhpur,2024,May,194
Rajasthan,Pali,2024,May,202
Rajasthan,Udaipur,2024,May,172
Rajasthan,Ajmer,2024,May,188
Rajasthan,Bhilwara,2024,May,181
Rajasthan,Chittaurgarh,2024,May,179
Rajasthan,Sikar,2024,May,184
Rajasthan,Jaipur,2024,May,190
Rajasthan,Tonk,2024,May,181
Rajasthan,Bundi,2024,May,185
Rajasthan,Kota,2024,May,185
Madhya Pradesh,Mandsaur,2024,May,170
Gujarat,Gandhinagar,2024,May,190
Gujarat,Mahesana,2024,May,194
Gujarat,Ahmadabad,2024,May,190
Gujarat,Kheda,2024,May,195
Gujarat,Bhavnagar,2024,May,179
Gujarat,Bharuch,2024,May,200
Gujarat,Valsad,2024,May,202
Dadra and Nagar Haveli and Daman and Diu,Daman,2024,May,202
Rajasthan,Dungarpur,2024,May,187
Karnataka,Bengaluru (Urban),2024,May,139
Gujarat,Vadodara,2024,May,197
Gujarat,Dangs,2024,May,184
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2024,May,204
Maharashtra,Nashik,2024,May,181
Rajasthan,Banswara,2024,May,192
Madhya Pradesh,Jhabua,2024,May,186
Maharashtra,Dhule,2024,May,191
Madhya Pradesh,Ratlam,2024,May,174
Madhya Pradesh,Ujjain,2024,May,181
Madhya Pradesh,Indore,2024,May,189
Madhya Pradesh,Dhar,2024,May,182
Madhya Pradesh,Khargone,2024,May,196
Maharashtra,Jalgaon,2024,May,195
Rajasthan,Alwar,2024,May,173
Rajasthan,Sawai Madhopur,2024,May,190
Rajasthan,Jhalawar,2024,May,189
Madhya Pradesh,Rajgarh,2024,May,193
Uttar Pradesh,Mathura,2024,May,169
Rajasthan,Bharatpur,2024,May,173
Rajasthan,Dhaulpur,2024,May,175
Madhya Pradesh,Shivpuri,2024,May,182
Madhya Pradesh,Guna,2024,May,187
Uttar Pradesh,Aligarh,2024,May,167
Uttar Pradesh,Etah,2024,May,170
Uttar Pradesh,Agra,2024,May,172
Uttar Pradesh,Firozabad,2024,May,172
Madhya Pradesh,Bhind,2024,May,171
Madhya Pradesh,Morena,2024,May,172
Madhya Pradesh,Gwalior,2024,May,177
Madhya Pradesh,Datia,2024,May,183
Uttar Pradesh,Jhansi,2024,May,187
Madhya Pradesh,Tikamgarh,2024,May,193
Uttar Pradesh,Lalitpur,2024,May,190
Uttar Pradesh,Farrukhabad,2024,May,166
Uttar Pradesh,Mainpuri,2024,May,170
Uttar Pradesh,Shahjahanpur,2024,May,167
Uttar Pradesh,Etawah,2024,May,170
Uttar Pradesh,Jalaun,2024,May,178
Madhya Pradesh,Chhatarpur,2024,May,193
Madhya Pradesh,Shajapur,2024,May,192
Madhya Pradesh,Dewas,2024,May,189
Madhya Pradesh,Khandwa,2024,May,198
Maharashtra,Buldhana,2024,May,179
Madhya Pradesh,Vidisha,2024,May,191
Madhya Pradesh,Raisen,2024,May,197
Madhya Pradesh,Bhopal,2024,May,199
Madhya Pradesh,Sehore,2024,May,196
Madhya Pradesh,Narmadapuram,2024,May,203
Madhya Pradesh,Betul,2024,May,190
Maharashtra,Amravati,2024,May,176
Maharashtra,Akola,2024,May,184
Madhya Pradesh,Sagar,2024,May,183
Madhya Pradesh,Chhindwara,2024,May,181
Maharashtra,Wardha,2024,May,177
Maharashtra,Yavatmal,2024,May,188
Madhya Pradesh,Jabalpur,2024,May,202
Madhya Pradesh,Narsinghpur,2024,May,197
Madhya Pradesh,Seoni,2024,May,189
Maharashtra,Bhandara,2024,May,193
Maharashtra,Nagpur,2024,May,189
Uttar Pradesh,Sitapur,2024,May,162
Uttar Pradesh,Hardoi,2024,May,163
Uttar Pradesh,Lucknow,2024,May,162
Uttar Pradesh,Unnao,2024,May,164
Uttar Pradesh,Kanpur Nagar,2024,May,167
Uttar Pradesh,Hamirpur,2024,May,181
Uttar Pradesh,Fatehpur,2024,May,167
Uttar Pradesh,Banda,2024,May,187
Madhya Pradesh,Panna,2024,May,189
Assam,Hailakandi,2024,May,161
Bihar,Supaul,2024,May,136
Gujarat,Surat,2024,May,197
Tamil Nadu,Sivaganga,2024,May,118
Tamil Nadu,Thoothukudi,2024,May,131
Maharashtra,Hingoli,2024,May,184
Punjab,Shahid Bhagat Singh Nagar,2024,May,165
Himachal Pradesh,Kangra,2024,May,141
Sikkim,Mangan,2024,May,113
Sikkim,Namchi,2024,May,126
Assam,Dhubri,2024,May,139
Mizoram,Saiha,2024,May,160
Tamil Nadu,Nagapattinam,2024,May,128
Kerala,Pathanamthitta,2024,May,101
Maharashtra,Mumbai Suburban,2024,May,207
Meghalaya,Ri-Bhoi,2024,May,143
Meghalaya,South Garo Hills,2024,May,129
Mizoram,Serchhip,2024,May,174
Mizoram,Champhai,2024,May,172
Mizoram,Mamit,2024,May,174
Mizoram,Kolasib,2024,May,170
Punjab,Fatehgarh Sahib,2024,May,164
Madhya Pradesh,Anuppur,2024,May,188
Madhya Pradesh,Ashoknagar,2024,May,178
Uttarakhand,Champawat,2024,May,152
Uttarakhand,Rudraprayag,2024,May,175
Madhya Pradesh,Burhanpur,2024,May,190
Jammu and Kashmir,Muzaffarabad,2024,May,155
Jammu and Kashmir,Baramula,2024,May,166
Jammu and Kashmir,Punch,2024,May,172
Jammu and Kashmir,Mirpur,2024,May,167
Jammu and Kashmir,Riasi,2024,May,167
Jammu and Kashmir,Jammu,2024,May,168
Jammu and Kashmir,Udhampur,2024,May,168
Jammu and Kashmir,Kishtwar,2024,May,144
Jammu and Kashmir,Anantnag,2024,May,170
Jammu and Kashmir,Srinagar,2024,May,176
Ladakh,Leh,2024,May,195
Gujarat,Tapi,2024,May,199
Madhya Pradesh,Alirajpur,2024,May,189
Uttar Pradesh,Sambhal,2024,May,167
Assam,Chirang,2024,May,137
Uttar Pradesh,Amethi,2024,May,154
Madhya Pradesh,Satna,2024,May,179
Uttar Pradesh,Bahraich,2024,May,168
Haryana,Yamunanagar,2024,May,170
Haryana,Kurukshetra,2024,May,161
Haryana,Fatehabad,2024,May,165
Rajasthan,Hanumangarh,2024,May,168
Punjab,Sri Muktsar Sahib,2024,May,159
Punjab,Moga,2024,May,160
Haryana,Panchkula,2024,May,168
Rajasthan,Dausa,2024,May,185
Rajasthan,Karauli,2024,May,191
Rajasthan,Rajsamand,2024,May,184
Gujarat,Banas Kantha,2024,May,197
Gujarat,Patan,2024,May,199
Gujarat,Sabar Kantha,2024,May,192
Madhya Pradesh,Neemuch,2024,May,176
Rajasthan,Baran,2024,May,186
Madhya Pradesh,Sheopur,2024,May,193
Uttar Pradesh,Mahoba,2024,May,192
West Bengal,Alipur Duar,2024,May,142
Haryana,Palwal,2024,May,164
Madhya Pradesh,Damoh,2024,May,191
Punjab,Mansa,2024,May,159
Tripura,Dhalai,2024,May,167
Madhya Pradesh,Katni,2024,May,190
Uttar Pradesh,Kanpur Dehat,2024,May,172
Uttar Pradesh,Kannauj,2024,May,161
Uttar Pradesh,Gonda,2024,May,160
Uttar Pradesh,Bara Banki,2024,May,160
Uttar Pradesh,Rae Bareli,2024,May,157
Uttar Pradesh,Pratapgarh,2024,May,154
Uttar Pradesh,Prayagraj,2024,May,172
Madhya Pradesh,Rewa,2024,May,184
Madhya Pradesh,Sidhi,2024,May,188
Uttar Pradesh,Ayodhya,2024,May,157
Uttar Pradesh,Basti,2024,May,156
Uttar Pradesh,Sultanpur,2024,May,156
Uttar Pradesh,Jaunpur,2024,May,162
Uttar Pradesh,Varanasi,2024,May,180
Uttar Pradesh,Mirzapur,2024,May,184
Uttar Pradesh,Siddharthnagar,2024,May,149
Uttar Pradesh,Gorakhpur,2024,May,148
Uttar Pradesh,Deoria,2024,May,146
Uttar Pradesh,Azamgarh,2024,May,154
Uttar Pradesh,Mau,2024,May,159
Uttar Pradesh,Ghazipur,2024,May,169
Uttar Pradesh,Sonbhadra,2024,May,189
Madhya Pradesh,Mandla,2024,May,196
Madhya Pradesh,Balaghat,2024,May,200
Maharashtra,Gadchiroli,2024,May,192
Madhya Pradesh,Shahdol,2024,May,189
Chhattisgarh,Raipur,2024,May,186
Chhattisgarh,Durg,2024,May,185
Chhattisgarh,Rajnandgaon,2024,May,178
Chhattisgarh,Bilaspur,2024,May,190
Arunachal Pradesh,Tawang,2024,May,127
Assam,Nalbari,2024,May,147
Assam,Barpeta,2024,May,147
Assam,Kamrup Metro,2024,May,151
Meghalaya,East Khasi Hills,2024,May,112
Meghalaya,West Khasi Hills,2024,May,114
West Bengal,Nadia,2024,May,129
West Bengal,Hugli,2024,May,133
West Bengal,Haora,2024,May,126
West Bengal,Kolkata,2024,May,129
West Bengal,South 24Parganas,2024,May,132
Tripura,West Tripura,2024,May,158
Tripura,Gomti,2024,May,161
Arunachal Pradesh,West Siang,2024,May,126
Arunachal Pradesh,Upper Subansiri,2024,May,122
Arunachal Pradesh,Dibang Valley,2024,May,116
Arunachal Pradesh,East Siang,2024,May,130
Arunachal Pradesh,West Kameng,2024,May,121
Assam,Sonitpur,2024,May,151
Assam,Marigaon,2024,May,152
Assam,Bongaigaon,2024,May,136
Assam,Darang,2024,May,148
Assam,Nagaon,2024,May,155
Meghalaya,West Jaintia Hills,2024,May,121
Assam,Karimganj,2024,May,156
Assam,Cachar,2024,May,162
Tripura,Unakoti,2024,May,162
Arunachal Pradesh,East Kameng,2024,May,134
Arunachal Pradesh,Papumpare,2024,May,133
Assam,Golaghat,2024,May,151
Assam,Karbi Anglong,2024,May,152
Assam,Dima Hasao,2024,May,147
Manipur,Tamenglong,2024,May,155
Manipur,Imphal East,2024,May,149
Manipur,Bishnupur,2024,May,158
Manipur,Churachandpur,2024,May,168
Manipur,Chandel,2024,May,156
Assam,Dibrugarh,2024,May,141
Assam,Lakhimpur,2024,May,134
Assam,Sibsagar,2024,May,150
Assam,Jorhat,2024,May,150
Nagaland,Mokokchung,2024,May,151
Nagaland,Tuensang,2024,May,135
Nagaland,Wokha,2024,May,168
Nagaland,Zunheboto,2024,May,149
Nagaland,Phek,2024,May,138
Nagaland,Kohima,2024,May,138
Manipur,Senapati,2024,May,139
Manipur,Ukhrul,2024,May,141
Manipur,Thoubal,2024,May,156
Arunachal Pradesh,Tirap,2024,May,146
Nagaland,Mon,2024,May,152
Mizoram,Aizawl,2024,May,165
Mizoram,Lunglei,2024,May,171
Arunachal Pradesh,Lohit,2024,May,124
Maharashtra,Thane,2024,May,204
Maharashtra,Mumbai,2024,May,207
Maharashtra,Raigarh,2024,May,207
Maharashtra,Pune,2024,May,168
Maharashtra,Ratnagiri,2024,May,189
Maharashtra,Sindhudurg,2024,May,175
Maharashtra,Ahmednagar,2024,May,172
Maharashtra,Satara,2024,May,149
Maharashtra,Sangli,2024,May,162
Maharashtra,Kolhapur,2024,May,165
Maharashtra,Chhatrapati Sambhajinagar,2024,May,172
Maharashtra,Jalna,2024,May,179
Maharashtra,Beed,2024,May,175
Maharashtra,Solapur,2024,May,161
Karnataka,Vijayapura,2024,May,151
Goa,North Goa,2024,May,178
Karnataka,Belagavi,2024,May,160
Karnataka,Uttara Kannada,2024,May,174
Karnataka,Dakshina Kannada,2024,May,144
Kerala,Kasaragod,2024,May,134
Karnataka,Dharwad,2024,May,164
Karnataka,Shivamogga,2024,May,155
Karnataka,Chikkamagaluru,2024,May,143
Karnataka,Kodagu,2024,May,127
Lakshadweep,Lakshadweep,2024,May,128
Kerala,Kannur,2024,May,125
Kerala,Kozhikode,2024,May,124
Maharashtra,Parbhani,2024,May,181
Maharashtra,Latur,2024,May,166
Maharashtra,Dharashiv,2024,May,157
Karnataka,Kalaburagi,2024,May,157
Maharashtra,Nanded,2024,May,181
Karnataka,Bidar,2024,May,156
Telangana,Mahabubnagar,2024,May,160
Karnataka,Raichur,2024,May,155
Telangana,Adilabad,2024,May,170
Telangana,Nizamabad,2024,May,173
Telangana,Sangareddy,2024,May,171
Telangana,Hyderabad,2024,May,168
Maharashtra,Chandrapur,2024,May,171
Telangana,Karimnagar,2024,May,170
Telangana,Hanumakonda,2024,May,173
Telangana,Nalgonda,2024,May,156
Karnataka,Ballari,2024,May,153
Karnataka,Chitradurga,2024,May,162
Karnataka,Hassan,2024,May,135
Karnataka,Mandya,2024,May,140
Karnataka,Mysuru,2024,May,128
Andhra Pradesh,Ananthapuramu,2024,May,153
Karnataka,Tumakuru,2024,May,148
Karnataka,Bengaluru (Urban),2024,May,139
Andhra Pradesh,Kurnool,2024,May,152
Andhra Pradesh,Ysr Kadapa,2024,May,153
